Folio,Grado,Sexo,Edad,Autoconsciencia1,Autoconsciencia2,Autoconsciencia3,Eficacia1,Eficacia2,Eficacia3,Persistencia1,Persistencia2,Persistencia3,ApoyoEscuela1,ApoyoEscuela2,ApoyoEscuela3,CoherenciaFam1,CoherenciaFam2,CoherenciaFam3,Compañerismo1,Compañerismo2,Compañerismo3,RegulaciónEmo1,RegulaciónEmo2,RegulaciónEmo3,Empatía1,Empatía2,Empatía3,ControlConducta1,ControlConducta2,ControlConducta3,Optimismo1,Optimismo2,Optimismo3,Entusiasmo1,Entusiasmo2,Entusiasmo3,Gratitud1,Gratitud2,Gratitud3,Gratitud4
1982,1,2,14,3,2,4,4,4,3,2,3,3,4,2,4,4,4,4,4,4,4,3,2,3,3,3,4,3,3,3,3,2,2,4,4,4,4,3,4,4
1983,1,2,13,3,4,3,3,4,1,2,3,4,4,1,2,2,2,4,1,1,2,3,4,1,3,4,4,1,2,1,4,4,4,3,3,3,1,1,4,3
1984,1,2,13,3,4,4,4,3,4,2,2,3,4,2,3,4,4,4,4,2,4,3,3,3,2,3,1,2,3,3,3,3,4,5,5,5,5,5,4,4
1985,1,2,13,3,4,2,4,4,2,2,1,1,4,4,2,4,4,3,4,4,4,3,4,1,2,4,4,2,4,2,4,4,4,5,4,3,3,1,1,1
1986,1,2,13,3,4,3,2,3,3,1,2,2,2,1,3,2,2,2,2,1,2,3,2,2,2,3,3,2,3,3,3,2,2,3,3,2,2,2,2,2
1987,1,2,13,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,4,4,4,3,3,1,2,2,2,2,2,1,2,2,2,3,3,3,3,2,2,3
1988,1,1,13,4,3,3,4,4,3,3,4,4,3,4,4,4,4,4,3,2,3,4,3,4,3,3,3,4,3,3,4,4,4,5,4,5,4,4,4,4
1989,1,1,14,4,3,3,2,3,4,3,2,1,4,,3,3,4,4,1,3,4,4,3,3,1,4,4,3,3,2,4,4,,3,3,3,2,5,3,3
1990,1,1,13,3,2,2,2,1,2,3,2,2,3,1,1,2,2,3,2,3,2,2,2,3,3,2,3,2,3,2,3,2,3,1,2,2,2,2,2,2
1991,1,1,14,3,3,3,4,4,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,5,5,5,4,5,5,5
1992,1,1,13,3,3,4,3,2,2,2,2,3,3,4,3,3,3,3,2,4,4,,2,2,2,2,2,3,3,2,3,2,1,2,2,2,3,3,2,1
1993,1,1,13,3,2,,4,,4,2,4,4,4,3,4,4,4,4,4,4,3,4,3,2,4,4,4,3,3,2,4,4,4,5,4,4,4,4,3,3
1994,1,1,13,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,3,2,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5
1995,1,2,13,4,2,2,4,4,2,3,2,2,4,4,4,2,4,4,4,4,4,2,1,4,4,4,3,2,3,2,4,2,4,5,4,5,4,5,3,4
1996,1,2,13,2,3,3,3,3,3,4,3,3,3,2,4,3,3,2,2,4,4,2,1,2,3,4,4,2,2,2,3,2,4,1,2,2,2,2,3,3
1997,1,1,14,3,4,3,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4
1998,1,1,14,3,4,2,2,2,3,1,3,2,2,3,2,3,3,3,2,3,2,3,3,3,3,3,2,4,2,2,3,2,2,3,3,2,2,2,1,1
1999,1,1,14,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
2000,1,1,13,3,4,4,4,3,4,1,2,3,4,4,4,4,4,3,2,2,3,3,1,1,2,2,1,1,2,1,4,1,4,5,5,5,5,4,3,5
2001,1,1,14,3,3,4,4,3,3,2,3,4,3,2,3,3,4,3,3,4,4,3,2,2,3,3,2,2,3,3,4,3,4,4,4,4,4,3,4,4
2002,1,1,14,4,2,1,3,4,3,2,2,1,4,3,4,2,3,2,3,1,1,2,3,3,4,2,4,3,3,3,4,4,4,3,3,3,4,4,4,5
2003,1,1,14,3,2,4,4,3,3,2,3,2,4,2,1,1,2,1,4,4,4,3,4,3,3,4,4,3,2,3,3,3,4,2,3,3,3,3,3,3
2004,1,2,13,4,3,2,3,3,4,4,3,2,2,4,4,3,3,3,4,4,4,3,2,1,3,4,4,1,1,2,4,4,3,2,3,2,3,3,4,3
2005,1,2,13,3,4,3,4,4,4,2,2,2,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,3,3,4,4,4,5,5,5,5,5,4,4
2006,1,1,13,4,3,4,4,4,3,2,3,4,4,3,4,4,4,3,1,2,1,4,3,4,1,4,2,4,4,4,3,4,4,3,4,2,3,3,4,4
2007,1,2,13,3,2,2,4,3,3,1,3,2,3,1,1,3,2,3,4,4,4,3,2,2,4,4,4,2,2,2,4,4,4,3,4,4,3,4,4,4
2008,1,2,13,2,3,2,4,3,2,4,4,3,2,4,4,4,4,4,2,2,2,4,4,2,4,2,2,4,2,2,3,2,2,3,2,2,3,3,3,3
2009,1,2,13,3,4,4,4,3,2,4,4,3,2,3,3,4,3,4,4,4,3,2,3,3,3,1,2,3,2,3,4,4,3,5,5,4,4,1,5,4
2010,1,2,13,3,4,3,4,3,3,4,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4,3,4,3,3,3,4,4,3,4,4,4,4,4,5,4
2011,1,1,13,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,1,1,2,4,3,3,2,3,2,,3,3,3,4,4,4,3,4,3,5,5,3
2012,1,1,13,3,3,3,4,3,3,3,2,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,,3,3,3,3
2013,1,2,14,4,3,4,4,3,4,4,4,3,3,4,3,4,4,4,3,3,3,3,4,3,4,4,2,3,3,3,3,3,4,3,3,,3,2,4,3
2014,1,2,13,4,3,4,4,,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,3,4,2,3,4,3,2,2,3,4,5,4,3,4,4,3
2015,1,1,13,2,3,2,3,3,3,2,3,2,3,3,4,2,3,3,4,3,1,2,3,2,2,3,3,3,3,3,2,2,3,3,3,2,4,4,3,3
2016,2,1,13,3,3,2,4,4,3,,3,2,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,2,4,4,4,5,2,2,3,4,3,2
2017,1,2,13,3,4,4,4,3,4,2,4,2,4,4,3,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,5,4
2018,1,1,13,3,2,3,2,3,4,1,2,1,4,2,4,4,4,3,3,4,3,3,2,3,2,3,3,3,3,2,3,4,3,4,3,5,4,4,4,3
2019,1,2,13,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,5,4,4,4,5,4
2020,1,2,13,2,3,2,3,4,3,2,3,2,4,4,3,3,2,3,4,3,3,2,3,3,2,3,2,2,3,2,2,1,3,2,2,2,1,1,2,4
2021,1,2,13,3,4,3,4,2,2,1,4,4,4,3,4,2,3,3,4,4,4,3,1,3,4,4,3,4,2,3,4,3,3,4,4,3,3,3,4,4
2022,1,2,14,2,3,3,4,1,3,3,3,4,4,2,3,2,1,2,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,3,3,2,2,2,3,1
2023,1,2,13,4,4,4,4,2,4,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4
2024,1,2,13,3,4,4,4,3,4,2,4,3,4,3,3,4,4,4,4,4,4,4,1,1,1,1,2,4,3,4,4,4,4,5,5,5,5,5,5,5
2025,1,1,13,3,3,2,2,4,2,2,4,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,4,2,2,4,1,1,3,2,2,2,2,4,4
2026,1,1,13,3,3,3,4,3,3,2,2,2,2,3,2,3,3,2,3,2,2,3,4,3,4,3,4,2,3,2,3,4,3,1,5,3,4,5,3,4
2027,1,1,13,3,3,3,4,4,3,2,2,3,4,4,4,3,4,3,3,2,3,3,4,3,2,2,3,3,2,3,3,4,4,3,3,3,4,4,4,4
2028,1,1,14,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,3,4,2,3,3,4,4,3,4,4,3,3,4,5,4,4,3,3
2029,1,1,13,3,2,3,4,3,2,2,3,2,3,3,2,3,3,4,3,3,4,3,2,2,3,3,3,,3,4,3,3,2,4,3,2,3,2,3,3
2030,1,1,13,3,3,2,3,4,3,3,2,2,3,3,,4,2,4,4,3,2,3,3,2,3,2,3,3,4,3,4,3,4,4,3,4,4,3,3,4
2031,1,1,13,3,2,3,4,3,4,1,3,3,4,4,4,3,3,2,3,3,3,3,4,,3,4,4,3,4,2,4,4,4,5,5,4,3,4,5,5
2032,1,1,13,3,3,2,4,3,2,2,3,2,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,,3,2,2,4,4,4,3,3,3,3
2033,1,1,13,4,4,3,3,,4,2,2,4,4,4,3,4,3,4,4,3,4,4,3,4,1,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4
2034,1,1,14,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,2,3,4,4,2,3,4,4,4,3,4,2,4,3
2035,1,1,14,3,2,3,4,2,3,2,2,2,4,3,3,3,4,4,3,2,2,3,3,2,2,3,2,3,2,3,4,4,,4,4,5,3,2,4,4
2036,1,2,13,3,4,3,4,3,3,2,2,2,4,3,2,1,3,4,3,4,4,3,4,2,4,3,4,4,2,3,4,4,4,4,3,4,4,3,4,4
2037,1,2,13,4,4,3,1,1,4,1,2,3,4,4,4,2,4,3,1,3,4,3,3,1,4,4,2,3,1,4,1,4,1,2,3,4,5,3,5,3
2038,1,2,13,3,4,3,4,3,4,3,3,2,,2,2,4,3,3,3,3,3,4,4,1,2,1,,2,3,3,4,4,1,5,,4,3,5,5,4
2039,1,1,13,3,4,3,4,3,3,4,2,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4
2040,1,2,14,2,4,3,4,4,4,3,3,4,4,4,3,4,3,3,,4,4,4,4,4,3,4,3,4,1,3,4,4,4,5,4,5,3,5,4,3
2041,1,1,14,3,2,4,4,2,2,1,4,4,4,3,2,2,3,2,1,4,3,2,3,2,4,3,2,3,4,2,3,3,4,1,2,2,3,5,4,3
2042,1,2,13,2,4,3,4,2,1,2,3,3,4,2,4,2,3,3,4,4,4,3,2,1,2,2,2,1,3,1,4,3,3,4,4,2,2,2,3,3
2043,1,2,13,3,2,2,4,2,2,3,2,3,3,2,2,4,3,4,3,3,3,,2,1,2,2,3,2,2,2,4,4,4,5,5,5,4,4,4,5
2044,1,1,14,4,3,3,4,4,3,4,3,4,4,3,3,4,4,4,2,1,2,4,3,3,2,3,3,3,2,3,4,4,4,5,4,4,3,5,5,4
2045,1,2,14,3,2,4,4,1,2,1,2,3,1,2,1,1,2,3,4,1,4,1,2,1,2,4,2,3,4,1,4,3,2,5,5,5,5,5,4,3
2046,1,2,14,3,4,4,4,4,,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,3,3,4,3,5,5,5
2048,1,2,14,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,5,5,4,5,5
2049,1,1,13,3,1,3,4,3,2,3,2,2,3,4,3,2,4,3,2,3,3,4,2,4,2,3,4,3,4,2,3,2,3,4,5,3,5,3,4,5
2050,1,2,13,3,3,3,4,3,3,4,3,3,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,5,4,4,4,3,3,4
